Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,"Rate per 100,000 population",173.348222594454,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,"Rate per 100,000 population",49.4238880696821,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2015,"Rate per 100,000 population",112.251366382099,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2016,"Rate per 100,000 population",95.2235255506024,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2016,"Rate per 100,000 population",84.4254170431183,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,"Rate per 100,000 population",209.296767486022,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,"Rate per 100,000 population",170.878941774961,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,"Rate per 100,000 population",186.37482191426,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,"Rate per 100,000 population",53.9676565154812,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2016,"Rate per 100,000 population",119.985064526515,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2017,"Rate per 100,000 population",105.069742140748,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2017,"Rate per 100,000 population",74.3878686386072,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,"Rate per 100,000 population",257.249198841187,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,"Rate per 100,000 population",179.385236744682,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,"Rate per 100,000 population",214.348916089072,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,"Rate per 100,000 population",53.0401865857785,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2017,"Rate per 100,000 population",125.151395790973,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2018,"Rate per 100,000 population",105.387555981509,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2018,"Rate per 100,000 population",85.4456135227262,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,"Rate per 100,000 population",274.089118868356,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,"Rate per 100,000 population",191.960102910173,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,"Rate per 100,000 population",233.629392618745,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,"Rate per 100,000 population",58.041078438815,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2018,"Rate per 100,000 population",128.055527654496,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2019,"Rate per 100,000 population",105.92664717711,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2019,"Rate per 100,000 population",93.2744917930693,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,"Rate per 100,000 population",183.031124268417,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,"Rate per 100,000 population",230.849486574049,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,"Rate per 100,000 population",58.1492841428924,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2019,"Rate per 100,000 population",129.158219120901,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2020,"Rate per 100,000 population",107.27676597286,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2020,"Rate per 100,000 population",86.9098059698794,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,"Rate per 100,000 population",175.309019736113,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,"Rate per 100,000 population",225.740944017563,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,"Rate per 100,000 population",52.2025450661418,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2020,"Rate per 100,000 population",132.835855841384,CTS
AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2021,"Rate per 100,000 population",120.04896862165,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2021,"Rate per 100,000 population",100.602772710437,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,"Rate per 100,000 population",203.975901208828,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,"Rate per 100,000 population",259.93175057939,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,"Rate per 100,000 population",58.5778556052851,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2021,"Rate per 100,000 population",148.0585469696,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,"Rate per 100,000 population",1.67934609868293,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,"Rate per 100,000 population",25.1062940942059,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,"Rate per 100,000 population",21.3499252752615,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,"Rate per 100,000 population",15.6653842359673,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,"Rate per 100,000 population",9.34649083475531,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2003,"Rate per 100,000 population",32.250028473361,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,"Rate per 100,000 population",1.83945255009151,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,"Rate per 100,000 population",26.3640017307338,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,"Rate per 100,000 population",21.0029859244989,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,"Rate per 100,000 population",17.7015518360443,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,"Rate per 100,000 population",10.1439636781615,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,"Rate per 100,000 population",32.3489314571035,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,"Rate per 100,000 population",1.75379151100344,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,"Rate per 100,000 population",26.9582968418886,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,"Rate per 100,000 population",19.9683631672255,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,"Rate per 100,000 population",19.0794880826582,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,"Rate per 100,000 population",10.9433733809843,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,"Rate per 100,000 population",24.051601088952,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,"Rate per 100,000 population",31.7835033622356,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,"Rate per 100,000 population",1.75212815175963,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,"Rate per 100,000 population",25.5306431293933,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,"Rate per 100,000 population",25.6437763931541,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,"Rate per 100,000 population",17.962205338009,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,"Rate per 100,000 population",8.76073086220114,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,"Rate per 100,000 population",28.3015843624057,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,"Rate per 100,000 population",31.5166050427275,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,"Rate per 100,000 population",1.60669658966629,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,"Rate per 100,000 population",23.3013563143458,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,"Rate per 100,000 population",22.0811576202983,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,"Rate per 100,000 population",17.5628626692456,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,"Rate per 100,000 population",8.18838515411367,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,"Rate per 100,000 population",27.0757224811879,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,"Rate per 100,000 population",30.5902624000569,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,"Rate per 100,000 population",1.4750798578884,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,"Rate per 100,000 population",23.8796303252341,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,"Rate per 100,000 population",22.2577947246778,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,"Rate per 100,000 population",15.7796613427127,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,"Rate per 100,000 population",7.81602250924643,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,"Rate per 100,000 population",26.5243366069763,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,"Rate per 100,000 population",29.6864609227546,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,"Rate per 100,000 population",1.40203954186111,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,"Rate per 100,000 population",27.2905421470596,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,"Rate per 100,000 population",24.2565100848532,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,"Rate per 100,000 population",16.8963474072517,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,"Rate per 100,000 population",7.31144825011375,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,"Rate per 100,000 population",26.2149605851793,CTS
USA,USA,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,"Rate per 100,000 population",28.9262621003971,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,"Rate per 100,000 population",1.71066438038286,CTS
GBR_E_W,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,"Rate per 100,000 population",28.5353000353387,CTS
GBR_NI,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,"Rate per 100,000 population",28.9777502960108,CTS
GBR_S,UK,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,"Rate per 100,000 population",18.9464482535822,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,"Rate per 100,000 population",10.5645048109385,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,"Rate per 100,000 population",25.9758875200355,CTS
